Skill,Relevant_Coursework,Model_Estimated_ability,Course_Level,Course_Num,Course_IDNum
Financial Reporting,"Accounting 421 Taxation  Taxation levied on profits, sales, property and estates and its impact upon management decisions. Consideration will be given to the biases and shifts implicit in any system of taxation.  ",0.30933937382698057,4.0,421.0,ACCT 421
Process and Procedure Development,"Accounting 421 Taxation  Taxation levied on profits, sales, property and estates and its impact upon management decisions. Consideration will be given to the biases and shifts implicit in any system of taxation.  ",0.2613294382989407,4.0,421.0,ACCT 421
Test Planning and Field Operations,"Accounting 421 Taxation  Taxation levied on profits, sales, property and estates and its impact upon management decisions. Consideration will be given to the biases and shifts implicit in any system of taxation.  ",0.2539609125852585,4.0,421.0,ACCT 421
Bid and Cost Plus Work,"Accounting 421 Taxation  Taxation levied on profits, sales, property and estates and its impact upon management decisions. Consideration will be given to the biases and shifts implicit in any system of taxation.  ",0.23528631019592286,4.0,421.0,ACCT 421
Financial,"Accounting 361 Cost Accounting  The production of accounting data for the purpose of decision-making, control and evaluation. Topics covered are in the cost classifications and methods of cost establishment, cost data appropriate for decision models, standards and controls.  ",0.30030191838741305,3.0,361.0,ACCT 361
Financial Reporting,"Accounting 361 Cost Accounting  The production of accounting data for the purpose of decision-making, control and evaluation. Topics covered are in the cost classifications and methods of cost establishment, cost data appropriate for decision models, standards and controls.  ",0.2706755777359009,3.0,361.0,ACCT 361
Bid and Cost Plus Work,"Accounting 361 Cost Accounting  The production of accounting data for the purpose of decision-making, control and evaluation. Topics covered are in the cost classifications and methods of cost establishment, cost data appropriate for decision models, standards and controls.  ",0.17807531781196595,3.0,361.0,ACCT 361
Process and Procedure Development,"Accounting 361 Cost Accounting  The production of accounting data for the purpose of decision-making, control and evaluation. Topics covered are in the cost classifications and methods of cost establishment, cost data appropriate for decision models, standards and controls.  ",0.1754408987045288,3.0,361.0,ACCT 361
Test Planning and Field Operations,"Accounting 361 Cost Accounting  The production of accounting data for the purpose of decision-making, control and evaluation. Topics covered are in the cost classifications and methods of cost establishment, cost data appropriate for decision models, standards and controls.  ",0.15518704273700715,3.0,361.0,ACCT 361
Financial,"Accounting 343 Intermediate Financial Accounting II  Financial accounting from a producer point of view. Topics include accounting for liabilities, shareholders equity, leases, future income taxes, pensions, accounting changes and earnings per share including the relevant financial statement considerations.  ",0.30030191838741305,3.0,343.0,ACCT 343
Financial Reporting,"Accounting 343 Intermediate Financial Accounting II  Financial accounting from a producer point of view. Topics include accounting for liabilities, shareholders equity, leases, future income taxes, pensions, accounting changes and earnings per share including the relevant financial statement considerations.  ",0.2706755777359009,3.0,343.0,ACCT 343
Financial Statements,"Accounting 343 Intermediate Financial Accounting II  Financial accounting from a producer point of view. Topics include accounting for liabilities, shareholders equity, leases, future income taxes, pensions, accounting changes and earnings per share including the relevant financial statement considerations.  ",0.19594222164154054,3.0,343.0,ACCT 343
Financial,"Accounting 341 Intermediate Financial Accounting I  Financial accounting from a producer point of view. Topics include cash, receivables, inventories, short and long-term investments, intangible assets and capital assets including the appropriate financial statement considerations.  ",0.30030191838741305,3.0,341.0,ACCT 341
Financial Reporting,"Accounting 341 Intermediate Financial Accounting I  Financial accounting from a producer point of view. Topics include cash, receivables, inventories, short and long-term investments, intangible assets and capital assets including the appropriate financial statement considerations.  ",0.2706755777359009,3.0,341.0,ACCT 341
